板块,公司全称,英文名称,注册地址,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,B股代码,B股 简 称,B股上市日期,B股总股本,B股流通股本,地      区,省    份,城     市,所属行业,公司网址,未盈利,具有表决权差异安排,具有协议控制架构
主板,深圳市宝明科技股份有限公司,"SHENZHEN BAOMING TECHNOLOGY CO.,LTD.",广东省深圳市龙华区民治街道北站社区汇隆商务中心2号楼3001,002992,宝明科技,2020-08-03,184266065,78371735,,,,0,0,华南,广东,深圳市,C 制造业,www.bmseiko.com,-,-,-
主板,东莞市奥海科技股份有限公司,"Dongguan Aohai Technology Co., Ltd.",广东省东莞市塘厦镇蛟乙塘振龙东路6号,002993,奥海科技,2020-08-17,276040000,101389750,,,,0,0,华南,广东,东莞市,C 制造业,www.aohaichina.com,-,-,-
主板,北京全时天地在线网络信息股份有限公司,"Beijing Quanshi World Online Network Information Co., Ltd.",北京市东城区安定门东大街28号1号楼B单元612号,002995,天地在线,2020-08-05,177454480,112417208,,,,0,0,华北,北京,北京市,I 信息技术,www.372163.com,-,-,-
主板,重庆顺博铝合金股份有限公司,"CHONGQING SHUNBO ALUMINUM CO., LTD.",重庆市合川区草街拓展园区,002996,顺博合金,2020-08-28,439001185,125732984,,,,0,0,西南,重庆,重庆市,C 制造业,www.soonbest.com,-,-,-
主板,瑞鹄汽车模具股份有限公司,"RAYHOO MOTOR DIES CO., LTD.",中国(安徽)自由贸易试验区芜湖片区银湖北路22号,002997,瑞鹄模具,2020-09-03,191672932,122522932,,,,0,0,华东,安徽,芜湖市,C 制造业,www.rayhoo.net,-,-,-
主板,优彩环保资源科技股份有限公司,"ELITE COLOR ENVIRONMENTAL RESOURCES SCIENCE&TECHNOLOGY CO., LTD",江苏省江阴市祝塘镇环西路29号,002998,优彩资源,2020-09-25,326399568,152012568,,,,0,0,华东,江苏,无锡市,C 制造业,www.elitecolor.cn,-,-,-
主板,广东天禾农资股份有限公司,"GUANGDONG TIANHE AGRICULTURAL MEANS OF PRODUCTION CO.,LTD.",广东省广州市越秀区东风东路709号,002999,天禾股份,2020-09-03,347592000,218322150,,,,0,0,华南,广东,广州市,F 批发零售,www.gd-tianhe.com,-,-,-
主板,劲仔食品集团股份有限公司,"JINZAI FOOD GROUP CO.,LTD.",湖南省岳阳市平江高新技术产业园区,003000,劲仔食品,2020-09-14,451069159,223671319,,,,0,0,华中,湖南,岳阳市,C 制造业,www.jinzaifood.com.cn,-,-,-
主板,北京中岩大地科技股份有限公司,"Zhongyan Technology Co., Ltd.",北京市通州区光华路甲1号院7号楼五层506号,003001,中岩大地,2020-10-13,127330477,49390819,,,,0,0,华北,北京,北京市,E 建筑业,www.zydd.com,-,-,-
主板,山西壶化集团股份有限公司,"Shanxi Huhua Group Co., Ltd.",山西省长治市壶关经济开发区化工路1号,003002,壶化股份,2020-09-22,200000000,83524500,,,,0,0,华北,山西,长治市,C 制造业,www.shanxihuhua.com,-,-,-
主板,广东天元实业集团股份有限公司,"Guangdong Tengen Industrial Group Co., Ltd.",广东省东莞市清溪镇松岗工业区上元路172号,003003,天元股份,2020-09-21,176960360,91774313,,,,0,0,华南,广东,东莞市,C 制造业,www.gdtengen.com,-,-,-
主板,北京声迅电子股份有限公司,"BEIJING TELESOUND ELECTRONICS CO.,LTD.",北京市海淀区丰豪东路9号院11号楼1至5层101,003004,声迅股份,2020-11-26,81843264,33644239,,,,0,0,华北,北京,北京市,I 信息技术,www.telesound.com.cn,-,-,-
主板,北京竞业达数码科技股份有限公司,"BEIJING JINGYEDA TECHNOLOGY CO.,LTD.",北京市门头沟区石龙工业区雅安路6号院1号楼C座8层805,003005,竞业达,2020-09-22,148400000,53114122,,,,0,0,华北,北京,北京市,I 信息技术,www.jyd.com.cn,-,-,-
主板,重庆百亚卫生用品股份有限公司,"Chongqing Baiya Sanitary Products Co., Ltd.",重庆市巴南区麻柳沿江开发区百亚国际产业园,003006,百亚股份,2020-09-21,429401300,215617800,,,,0,0,西南,重庆,重庆市,C 制造业,www.baiya.cn,-,-,-
主板,北京直真科技股份有限公司,"Beijing ZZNode Technologies Co.,Ltd",北京市昌平区科技园区中兴路10号C207,003007,直真科技,2020-09-23,104000000,38564415,,,,0,0,华北,北京,北京市,I 信息技术,www.zznode.com,-,-,-
主板,许昌开普检测研究院股份有限公司,"Xuchang KETOP Testing Research Institute Co.,Ltd",河南省许昌市尚德路17号,003008,开普检测,2020-09-23,80000000,35118535,,,,0,0,华中,河南,许昌市,M 科研服务,www.ketop.cn,-,-,-
主板,陕西中天火箭技术股份有限公司,"Shaanxi Zhongtian Rocket Technology Co., Ltd",陕西省西安市高新区创业大厦八楼C座,003009,中天火箭,2020-09-25,155393123,44013829,,,,0,0,西北,陕西,西安市,C 制造业,www.zthj.com,-,-,-
主板,广州若羽臣科技股份有限公司,"Guangzhou Ruoyuchen Technology Co., Ltd.",广东省广州市黄埔区大沙地东319号607房自编A,003010,若羽臣,2020-09-25,121699840,71682792,,,,0,0,华南,广东,广州市,I 信息技术,www.gzruoyuchen.com,-,-,-
主板,浙江海象新材料股份有限公司,"ZHEJIANG WALRUS NEW MATERIAL CO., LTD.",浙江省海宁市海昌街道海丰路380号3幢,003011,海象新材,2020-09-30,102676000,55346495,,,,0,0,华东,浙江,嘉兴市,C 制造业,www.haixiang.com.cn,-,-,-
主板,广东东鹏控股股份有限公司,"Guangdong Dongpeng Holdings Co., Ltd.",广东省清远市高新技术开发区陶瓷工业城内,003012,东鹏控股,2020-10-19,1173000000,636299297,,,,0,0,华南,广东,清远市,C 制造业,www.dongpeng.net,-,-,-
主板,广州地铁设计研究院股份有限公司,"Guangzhou Metro Design & Research Institute Co., Ltd.",广东省广州市越秀区环市西路204号,003013,地铁设计,2020-10-22,400010000,60206896,,,,0,0,华南,广东,广州市,M 科研服务,www.gmdi.cn,-,-,-
主板,江苏日久光电股份有限公司,"Jiangsu Rijiu Optoelectronics Jointstock Co.,Ltd",江苏省昆山市周庄镇锦周公路东侧、园区大道南侧,003015,日久光电,2020-10-21,281066667,193679656,,,,0,0,华东,江苏,苏州市,C 制造业,www.rnafilms.cn,-,-,-
主板,欣贺股份有限公司,"XIN HEE CO.,LTD.",福建省厦门市湖里区岐山路392号,003016,欣贺股份,2020-10-26,431558985,147374612,,,,0,0,华东,福建,厦门市,C 制造业,www.xinhee.cn,-,-,-
主板,浙江大洋生物科技集团股份有限公司,"ZHEJIANG DAYANG BIOTECH GROUP CO.,LTD.",浙江省杭州市建德市大洋镇朝阳路22号,003017,大洋生物,2020-10-26,60000000,42082065,,,,0,0,华东,浙江,杭州市,C 制造业,www.dyhg.com,-,-,-
主板,金富科技股份有限公司,"JinFu Technology Co., Ltd.",广东省东莞市沙田镇丽海中路43号,003018,金富科技,2020-11-06,260000000,75896700,,,,0,0,华南,广东,东莞市,C 制造业,www.jinfu-group.com,-,-,-
主板,宸展光电（厦门）股份有限公司,"TES Touch Embedded Solutions (Xiamen) Co., Ltd.",福建省厦门市集美区杏林南路60号厂房,003019,宸展光电,2020-11-17,162800883,112507140,,,,0,0,华东,福建,厦门市,C 制造业,www.tes-tec.com.cn,-,-,-
主板,合肥立方制药股份有限公司,"Hefei Lifeon Pharmaceutical Co., Ltd.",安徽省合肥市长江西路669号立方厂区,003020,立方制药,2020-12-15,159675100,71171374,,,,0,0,华东,安徽,合肥市,F 批发零售,www.lifeon.cn,-,-,-
主板,深圳市兆威机电股份有限公司,"SHENZHEN ZHAOWEI MACHINERY & ELECTRONIC CO., LTD.",广东省深圳市宝安区燕罗街道燕川社区燕湖路62号办公楼101,003021,兆威机电,2020-12-04,171014978,60272000,,,,0,0,华南,广东,深圳市,C 制造业,www.szzhaowei.net,-,-,-
主板,联泓新材料科技股份有限公司,Levima Advanced Materials Corporation,山东省滕州市木石镇驻地（木石工业园区）,003022,联泓新科,2020-12-08,1335568000,306696000,,,,0,0,华东,山东,枣庄市,C 制造业,www.levima.cn,-,-,-
主板,成都彩虹电器（集团）股份有限公司,"Chengdu Rainbow Appliance(Group) Shares Co.,LTD.",四川省成都市武侯区武侯大道顺江段73号,003023,彩虹集团,2020-12-11,105341600,51409177,,,,0,0,西南,四川,成都市,C 制造业,www.rainbow.com.cn,-,-,-
主板,思进智能成形装备股份有限公司,"Sijin Intelligent Forming Machinery Co., Ltd.",浙江省宁波高新区菁华路699号,003025,思进智能,2020-12-11,236627965,112457714,,,,0,0,华东,浙江,宁波市,C 制造业,www.sijin.cc、www.machinesijin.com,-,-,-
主板,浙江中晶科技股份有限公司,"Zhejiang MTCN Technology Co., Ltd.",浙江省湖州市长兴县太湖街道陆汇路59号,003026,中晶科技,2020-12-18,100633516,55681970,,,,0,0,华东,浙江,湖州市,C 制造业,www.mtcn.net,-,-,-
主板,同兴环保科技股份有限公司,"Tongxing Environmental Protection Technology Co.,Ltd.",安徽省马鞍山市含山县清溪镇工业园区,003027,同兴环保,2020-12-18,131620400,66674350,,,,0,0,华东,安徽,马鞍山市,N 公共环保,www.ahtxhb.com,-,-,-
主板,深圳市振邦智能科技股份有限公司,Genbyte Technology Inc.,广东省深圳市光明新区玉塘街道根玉路与南明路交汇处华宏信通工业园4栋1-6楼,003028,振邦智能,2020-12-28,110843404,28033840,,,,0,0,华南,广东,深圳市,C 制造业,www.genbytech.com,-,-,-
主板,长春吉大正元信息技术股份有限公司,"Jilin University Zhengyuan Information Technologies Co.,Ltd.",吉林省长春市前进大街2266号,003029,吉大正元,2020-12-24,184476300,113360841,,,,0,0,东北,吉林,长春市,I 信息技术,www.jit.com.cn,-,-,-
主板,祖名豆制品股份有限公司,"ZUMING BEAN PRODUCTS CO.,LTD.",浙江省杭州市滨江区江陵路77号,003030,祖名股份,2021-01-06,124780000,50342125,,,,0,0,华东,浙江,杭州市,C 制造业,www.chinazuming.cn,-,-,-
主板,河北中瓷电子科技股份有限公司,"HEBEI SINOPACK ELECTRONIC TECHNOLOGY CO.,  LTD.",河北省石家庄市鹿泉经济开发区昌盛大街21号,003031,中瓷电子,2021-01-04,209066666,69478518,,,,0,0,华北,河北,石家庄市,C 制造业,www.sinopack.cc,-,-,-
主板,江苏传智播客教育科技股份有限公司,"Jiangsu Chuanzhiboke Education Technology Co., LTD.",江苏省宿迁市沭阳县迎宾大道东首软件产业园A栋大厦803室,003032,传智教育,2021-01-12,402447500,170779440,,,,0,0,华东,江苏,宿迁市,P 教育,www.itcast.cn,-,-,-
主板,青岛征和工业股份有限公司,"Qingdao CHOHO Industrial Co., Ltd.",山东省青岛市平度市经济开发区厦门路99号,003033,征和工业,2021-01-11,81750000,24091250,,,,0,0,华东,山东,青岛市,C 制造业,www.chohogroup.com,-,-,-
主板,南方电网综合能源股份有限公司,"China Southern Power Grid Energy Efficiency&Clean Energy Co.,Ltd.",广东省广州开发区香山路2号、科翔路11号（自编1栋1-01房）,003035,南网能源,2021-01-19,3787878787,1636060605,,,,0,0,华南,广东,广州市,M 科研服务,ny.csg.cn,-,-,-
主板,浙江泰坦股份有限公司,"Zhejiang Taitan Co.,Ltd.",浙江省新昌县七星街道泰坦大道99号,003036,泰坦股份,2021-01-28,216000000,56706250,,,,0,0,华东,浙江,绍兴市,C 制造业,www.chinataitan.com,-,-,-
主板,广东三和管桩股份有限公司,"GUANGDONG SANHE PILE CO., LTD.",广东省中山市小榄镇同兴东路30号,003037,三和管桩,2021-02-04,503836583,91021583,,,,0,0,华南,广东,中山市,C 制造业,www.sanhepile.com,-,-,-
主板,安徽鑫铂铝业股份有限公司,"Anhui Xinbo Aluminum Co.,Ltd.",安徽省天长市杨村镇杨村工业区,003038,鑫铂股份,2021-02-10,146911437,68134638,,,,0,0,华东,安徽,滁州市,C 制造业,xinbogf.com,-,-,-
主板,广东顺控发展股份有限公司,"Guangdong Shunkong Development Co.,Ltd.",广东省佛山市顺德区大良街道办事处德和社区居民委员会新城区观绿路4号恒实置业广场1号楼1901-1905、20层,003039,顺控发展,2021-03-08,617518730,122518730,,,,0,0,华南,广东,佛山市,D 水电煤气,www.gdskfz.com,-,-,-
主板,楚天龙股份有限公司,"Chutian Dragon Co., Ltd.",广东省东莞市凤岗镇竹尾田易发工业区,003040,楚天龙,2021-03-22,461135972,216564408,,,,0,0,华南,广东,东莞市,C 制造业,www.ctdcn.com,-,-,-
主板,浙江真爱美家股份有限公司,"Zhejiang Truelove Vogue Co., Ltd.",浙江省义乌市江东街道佛堂大道399号,003041,真爱美家,2021-04-06,144000000,45817200,,,,0,0,华东,浙江,金华市,C 制造业,www.zamj.cn,-,-,-
主板,山东中农联合生物科技股份有限公司,"Shandong Sino-Agri United Biotechnology Co., Ltd.",中国（山东）自由贸易试验区济南片区经十路9999号黄金时代广场A座14层,003042,中农联合,2021-04-06,142480000,68111745,,,,0,0,华东,山东,济南市,C 制造业,www.sdznlh.com,-,-,-
主板,苏州华亚智能科技股份有限公司,"SUZHOU HUAYA INTELLIGENCE TECHNOLOGY CO., LTD.",江苏省苏州相城经济开发区漕湖产业园春兴路58号,003043,华亚智能,2021-04-06,80000543,28985714,,,,0,0,华东,江苏,苏州市,C 制造业,www.huaya.net.cn,-,-,-
主板,中国广核电力股份有限公司,"CGN Power Co.,Ltd.",广东省深圳市福田区深南大道2002号中广核大厦南楼18楼,003816,中国广核,2019-08-26,39334986100,39334986100,,,,0,0,华南,广东,深圳市,D 水电煤气,www.cgnp.com.cn,-,-,-
创业板,青岛特锐德电气股份有限公司,"Qingdao TGOOD Electric Co.,Ltd.",山东省青岛市崂山区松岭路336号,300001,特锐德,2009-10-30,1055897713,1027946320,,,,0,0,华东,山东,青岛市,C 制造业,www.tgood.cn,-,-,-
创业板,北京神州泰岳软件股份有限公司,"Beijing Ultrapower Software Co., LTD",北京市海淀区海淀大街34号8层818室,300002,神州泰岳,2009-10-30,1961091984,1819194037,,,,0,0,华北,北京,北京市,I 信息技术,www.ultrapower.com.cn,-,-,-
创业板,乐普（北京）医疗器械股份有限公司,"Lepu Medical Technology (Beijing) Co.,Ltd.",北京市昌平区超前路37号,300003,乐普医疗,2009-10-30,1880610106,1616097444,,,,0,0,华北,北京,北京市,C 制造业,www.lepumedical.com,-,-,-
创业板,南方风机股份有限公司,"NanFang Ventilator Co., Ltd.",广东省佛山市南海区小塘三环西路（狮南段）31号,300004,南风股份,2009-10-30,479993598,477553715,,,,0,0,华南,广东,佛山市,C 制造业,www.ntfan.com,-,-,-
创业板,探路者控股集团股份有限公司,"Toread  Holdings Group  Co., Ltd.",北京市昌平区科技园区永安路26号609-06,300005,探路者,2009-10-30,883702186,883702186,,,,0,0,华北,北京,北京市,C 制造业,www.toread.com.cn,-,-,-
创业板,重庆莱美药业股份有限公司,"Chongqing Lummy Pharmaceutical Co.,Ltd.",重庆市南岸区玉马路99号,300006,莱美药业,2009-10-30,1055911205,812152773,,,,0,0,西南,重庆,重庆市,C 制造业,www.cqlummy.com,-,-,-
创业板,汉威科技集团股份有限公司,Hanwei Electronics Group Corporation,河南省郑州高新技术开发区雪松路169号,300007,汉威科技,2009-10-30,326272755,282015502,,,,0,0,华中,河南,郑州市,C 制造业,www.hanwei.cn,-,-,-
创业板,天海融合防务装备技术股份有限公司,"BESTWAY MARINE & ENERGY TECHNOLOGY CO., LTD.",上海市松江区莘砖公路518号10幢8层,300008,天海防务,2009-10-30,1728029133,1431170071,,,,0,0,华东,上海,上海市,E 建筑业,www.bestwaysh.com,-,-,-
创业板,安徽安科生物工程(集团)股份有限公司,"ANHUI ANKE BIOTECHNOLOGY (GROUP)CO.,LTD.",安徽省合肥市长江西路669号高新区海关路K-1,300009,安科生物,2009-10-30,1673257958,1209222205,,,,0,0,华东,安徽,合肥市,C 制造业,www.ankebio.com,-,-,-
创业板,豆神教育科技（北京）股份有限公司,DOUSHEN(BEIJING) EDUCATION &TECHNOLOGY INC.,北京市门头沟区石龙南路6号1幢6-206室,300010,*ST豆神,2009-10-30,868324647,821720376,,,,0,0,华北,北京,北京市,I 信息技术,www.lanxum.com,-,-,-
创业板,北京鼎汉技术集团股份有限公司,"Beijing Dinghan Technology Group Co.,Ltd.",北京市丰台区南四环西路188号十八区2号楼（园区）,300011,鼎汉技术,2009-10-30,558650387,500792001,,,,0,0,华北,北京,北京市,C 制造业,www.dinghantech.com,-,-,-
创业板,华测检测认证集团股份有限公司,"CENTRE TESTING INTERNATIONAL GROUP CO., LTD.",广东省深圳市宝安区新安街道兴东社区华测检测大楼1号楼101,300012,华测检测,2009-10-30,1682828214,1529645853,,,,0,0,华南,广东,深圳市,M 科研服务,www.cti-cert.com,-,-,-
创业板,河南新宁现代物流股份有限公司,"HENAN XINNING MODERN LOGISTICS CO.,LTD.",河南自贸试验区郑州片区(经开)第八大街160号附60号728室,300013,新宁物流,2009-10-30,446687115,446007615,,,,0,0,华中,河南,郑州市,G 运输仓储,www.xinning.com.cn,-,-,-
创业板,惠州亿纬锂能股份有限公司,"EVE Energy Co., Ltd.",广东省惠州市仲恺高新区惠风七路38号,300014,亿纬锂能,2009-10-30,2045721497,1861566272,,,,0,0,华南,广东,惠州市,C 制造业,www.evebattery.com,-,-,-
创业板,爱尔眼科医院集团股份有限公司,"Aier Eye Hospital Group Co.,Ltd.",湖南省长沙市天心区芙蓉南路一段188号爱尔大厦,300015,爱尔眼科,2009-10-30,9328411413,7878557020,,,,0,0,华中,湖南,长沙市,Q 卫生,www.aierchina.com,-,-,-
创业板,北京北陆药业股份有限公司,"Beijing Beilu Pharmaceutical Co.,Ltd",北京市密云区水源西路3号,300016,北陆药业,2009-10-30,491934152,491170577,,,,0,0,华北,北京,北京市,C 制造业,www.beilu.com.cn,-,-,-
创业板,网宿科技股份有限公司,"Wangsu Science & Technology Co.,Ltd.",上海市嘉定环城路200号,300017,网宿科技,2009-10-30,2437304195,2274462509,,,,0,0,华东,上海,上海市,I 信息技术,www.wangsu.com,-,-,-
创业板,武汉中元华电科技股份有限公司,"Wuhan Zhongyuan Huadian Science & Technology Co.,Ltd.",湖北省武汉东湖新技术开发区华中科技大学科技园六路6号,300018,中元股份,2009-10-30,480831536,413713514,,,,0,0,华中,湖北,武汉市,C 制造业,www.zyhd.com.cn,-,-,-
创业板,成都硅宝科技股份有限公司,"Chengdu Guibao Science & Technology Co.,Ltd",四川省成都高新区新园大道16号,300019,硅宝科技,2009-10-30,391064700,335374809,,,,0,0,西南,四川,成都市,C 制造业,www.guibao.cn,-,-,-
创业板,银江技术股份有限公司,"Enjoyor Technology Co.,Ltd.",浙江省杭州市益乐路223号1幢1层,300020,银江技术,2009-10-30,794677974,627750696,,,,0,0,华东,浙江,杭州市,I 信息技术,www.enjoyor.net,-,-,-
创业板,大禹节水集团股份有限公司,"DaYu Water-saving  Group Co.,Ltd.",甘肃省酒泉市肃州区解放路290号,300021,大禹节水,2009-10-30,858055400,700991997,,,,0,0,西北,甘肃,酒泉市,C 制造业,www.dyjs.com,-,-,-
创业板,吉峰三农科技服务股份有限公司,"Gifore Agricultural Science & Technology Service Co., Ltd.",四川省成都市郫都区成都现代工业港北部园区港通北二路219号,300022,吉峰科技,2009-10-30,496740380,320369332,,,,0,0,西南,四川,成都市,F 批发零售,www.gifore.com,-,-,-
创业板,沈阳新松机器人自动化股份有限公司,"SIASUN ROBOT&AUTOMATION CO., LTD",辽宁省沈阳市浑南新区金辉街16号,300024,机器人,2009-10-30,1550211950,1518234954,,,,0,0,东北,辽宁,沈阳市,C 制造业,www.siasun.com,-,-,-
创业板,杭州华星创业通信技术股份有限公司,"Hangzhou Huaxing Chuangye Communication Technology Co.,Ltd.",浙江省杭州市滨江区长河街道聚才路500号,300025,华星创业,2009-10-30,508792922,431773519,,,,0,0,华东,浙江,杭州市,I 信息技术,www.hxcy.com.cn,-,-,-
创业板,天津红日药业股份有限公司,"Tianjin Chase Sun Pharmaceutical Co., Ltd.",天津市天津新技术产业园区武清开发区泉发路西,300026,红日药业,2009-10-30,3004154837,2752148441,,,,0,0,华北,天津,天津市,C 制造业,www.chasesun.cn,-,-,-
创业板,华谊兄弟传媒股份有限公司,HUAYI BROTHERS MEDIA CORPORATION,浙江省东阳市横店影视产业实验区C1001,300027,华谊兄弟,2009-10-30,2774505919,2417762293,,,,0,0,华东,浙江,金华市,R 文化传播,www.huayimedia.com,-,-,-
创业板,江苏华盛天龙光电设备股份有限公司,"Jiang Su Hua Sheng Tian Long Photoelectric Equipment Co.,Ltd.",江苏省金坛经济开发区华城路318号,300029,ST天龙,2009-12-25,200506500,200360250,,,,0,0,华东,江苏,常州市,C 制造业,www.hstl.cn,-,-,-
创业板,阳普医疗科技股份有限公司,"Improve  Medical Instruments CO., Ltd.",广东省珠海市横琴新区环岛东路3000号ICC大厦南塔23层,300030,阳普医疗,2009-12-25,309187315,270649826,,,,0,0,华南,广东,珠海市,C 制造业,www.improve-medical.com,-,-,-
创业板,无锡宝通科技股份有限公司,"WUXI BOTON TECHNOLOGY CO.,LTD.",江苏省无锡市新吴区张公路19号,300031,宝通科技,2009-12-25,412523242,345762814,,,,0,0,华东,江苏,无锡市,I 信息技术,www.botontech.cn,-,-,-
创业板,金龙机电股份有限公司,"Jinlong Machinery & Electronic Co.,Ltd",浙江省温州市乐清市北白象镇进港大道边金龙科技园,300032,金龙机电,2009-12-25,803169608,803168108,,,,0,0,华东,浙江,温州市,C 制造业,www.kotl.com.cn,-,-,-
创业板,浙江核新同花顺网络信息股份有限公司,"Hithink RoyalFlush Information Network Co., Ltd",浙江省杭州市余杭区五常街道同顺街18号,300033,同花顺,2009-12-25,537600000,271546181,,,,0,0,华东,浙江,杭州市,J 金融业,www.10jqka.com.cn,-,-,-
创业板,北京钢研高纳科技股份有限公司,"Gaona Aero Material Co.,Ltd.",北京市海淀区大柳树南村19号,300034,钢研高纳,2009-12-25,775447635,730480317,,,,0,0,华北,北京,北京市,C 制造业,www.cisri-gaona.com.cn,-,-,-
创业板,湖南中科电气股份有限公司,"Hunan Zhongke Electric Co.,Ltd.",湖南省岳阳经济技术开发区岳阳大道中科工业园,300035,中科电气,2009-12-25,723310765,624161112,,,,0,0,华中,湖南,岳阳市,C 制造业,www.cseco.cn,-,-,-
创业板,北京超图软件股份有限公司,"Beijing SuperMap Software Co.,Ltd.",北京市朝阳区酒仙桥北路甲10号院电子城IT产业园107楼6层,300036,超图软件,2009-12-25,492766617,430844261,,,,0,0,华北,北京,北京市,I 信息技术,www.supermap.com.cn、www.supermap.com,-,-,-
创业板,深圳新宙邦科技股份有限公司,"SHENZHEN CAPCHEM TECHNOLOGY CO.,LTD.",广东省深圳市坪山区马峦街道沙坣同富裕工业区,300037,新宙邦,2010-01-08,745705208,538434370,,,,0,0,华南,广东,深圳市,C 制造业,www.capchem.com,-,-,-
创业板,上海凯宝药业股份有限公司,"Shanghai Kaibao Pharmaceutical Co.,Ltd.",上海市工业综合开发区程普路88号,300039,上海凯宝,2010-01-08,1046000000,916847269,,,,0,0,华东,上海,上海市,C 制造业,www.xykb.com,-,-,-
创业板,哈尔滨九洲集团股份有限公司,"Harbin Jiuzhou Group Co.,Ltd.",黑龙江省哈尔滨市松北区九洲路609号1#厂房,300040,九洲集团,2010-01-08,587688959,461680818,,,,0,0,东北,黑龙江,哈尔滨市,C 制造业,www.jiuzhougroup.com,-,-,-
创业板,湖北回天新材料股份有限公司,"Hubei Huitian New Materials Co., Ltd",湖北省襄阳市国家高新技术开发区航天路7号,300041,回天新材,2010-01-08,559419640,544419842,,,,0,0,华中,湖北,襄阳市,C 制造业,www.huitian.net.cn,-,-,-
创业板,深圳市朗科科技股份有限公司,"Netac Technology Co.,Ltd.",广东省深圳市南山区高新技术产业园区高新南六道朗科大厦16、18、19楼,300042,朗科科技,2010-01-08,200400000,181607032,,,,0,0,华南,广东,深圳市,C 制造业,www.netac.com.cn、www.netac.com,-,-,-
创业板,星辉互动娱乐股份有限公司,Rastar Group,广东省汕头市澄海区星辉工业园(上华镇夏岛路北侧),300043,星辉娱乐,2010-01-20,1244198401,835817901,,,,0,0,华南,广东,汕头市,I 信息技术,www.rastar.com,-,-,-
创业板,深圳市赛为智能股份有限公司,"Shenzhen Sunwin Intelligent Co.,Ltd.",广东省深圳市龙岗区南湾街道下李朗社区联李东路8号赛为大楼A101至15楼,300044,赛为智能,2010-01-20,763869228,684815114,,,,0,0,华南,广东,深圳市,I 信息技术,www.szsunwin.com,-,-,-
创业板,北京华力创通科技股份有限公司,"Hwa Create Co., Ltd.",北京市海淀区东北旺西路8号院乙18号楼,300045,华力创通,2010-01-20,662675236,492820901,,,,0,0,华北,北京,北京市,C 制造业,www.hwacreate.com.cn,-,-,-
创业板,湖北台基半导体股份有限公司,"TECH SEMICONDUCTORS CO., LTD.",湖北省襄阳市襄城区胜利街162号,300046,台基股份,2010-01-20,237171371,236531371,,,,0,0,华中,湖北,襄阳市,C 制造业,www.tech-sem.com,-,-,-
创业板,深圳天源迪科信息技术股份有限公司,"SHENZHEN TIANYUAN DIC INFORMATION TECHNOLOGY CO.,LTD.",广东省深圳市福田区福保街道福保社区广兰道6号顺仓物流中心三层深装总大厦A座309,300047,天源迪科,2010-01-20,637744672,538921153,,,,0,0,华南,广东,深圳市,I 信息技术,www.tydic.com,-,-,-
创业板,北京合康新能科技股份有限公司,"Hiconics Eco-energy Technology Co., Ltd.",北京市经济技术开发区博兴二路3号2幢1层,300048,合康新能,2010-01-20,1112613857,1109196007,,,,0,0,华北,北京,北京市,C 制造业,www.hiconics.com,-,-,-
创业板,内蒙古福瑞医疗科技股份有限公司,"Inner Mongolia Furui Medical Science Co.,Ltd.",内蒙古自治区乌兰察布市集宁区解放路103号,300049,福瑞股份,2010-01-20,263053100,230500795,,,,0,0,华北,内蒙古,乌兰察布市,C 制造业,www.fu-rui.com,-,-,-
创业板,珠海世纪鼎利科技股份有限公司,"DingLi Corp., Ltd",广东省珠海市港湾大道科技五路8号一层,300050,世纪鼎利,2010-01-20,544846718,538620203,,,,0,0,华南,广东,珠海市,I 信息技术,www.dingli.com,-,-,-
创业板,厦门三五互联科技股份有限公司,"Xiamen 35.com Technology Co., Ltd.",福建省厦门市火炬高新技术产业开发区软件园二期观日路8号一层,300051,三五互联,2010-02-11,365698690,365698690,,,,0,0,华东,福建,厦门市,I 信息技术,www.35.com,-,-,-
创业板,深圳中青宝互动网络股份有限公司,"SHENZHEN ZQGAME CO., LTD",广东省深圳市福田区深南中路电子科技大厦C座43层A1,300052,中青宝,2010-02-11,261858710,261212028,,,,0,0,华南,广东,深圳市,I 信息技术,www.zqgame.com,-,-,-
创业板,珠海航宇微科技股份有限公司,"Zhuhai Aerospace Microchips Science & Technology Co., Ltd.",广东省珠海市唐家东岸白沙路1号欧比特科技园,300053,航宇微,2010-02-11,696874323,643498428,,,,0,0,华南,广东,珠海市,C 制造业,www.myorbita.net,-,-,-
创业板,湖北鼎龙控股股份有限公司,"Hubei Dinglong CO.,Ltd.",湖北省武汉市经济技术开发区东荆河路1号,300054,鼎龙股份,2010-02-11,941945659,732011655,,,,0,0,华中,湖北,武汉市,C 制造业,www.dl-kg.com,-,-,-
创业板,北京万邦达环保技术股份有限公司,"Beijing Water Business Doctor Co.,Ltd.",北京市朝阳区五里桥一街1号院22号楼4层401,300055,万邦达,2010-02-26,836749606,624287683,,,,0,0,华北,北京,北京市,E 建筑业,www.waterbd.cn,-,-,-
创业板,厦门中创环保科技股份有限公司,"Xiamen Zhongchuang Environmental Technology Co., Ltd",福建省厦门火炬高新区(翔安)产业区春光路1178-1188号,300056,中创环保,2010-02-26,385490443,385330168,,,,0,0,华东,福建,厦门市,C 制造业,www.savings.com.cn,-,-,-
